#    L    TT             EE             TE             PP             TP          
   323   0.329808E+04   0.133944E+02   0.117454E+03   0.154603E+07   0.871432E+03
   324   0.326530E+04   0.135824E+02   0.116917E+03   0.154040E+07   0.863369E+03
   325   0.323269E+04   0.137701E+02   0.116342E+03   0.153479E+07   0.855366E+03
   326   0.320025E+04   0.139574E+02   0.115729E+03   0.152922E+07   0.847423E+03
   327   0.316799E+04   0.141440E+02   0.115079E+03   0.152367E+07   0.839539E+03
   328   0.313593E+04   0.143300E+02   0.114392E+03   0.151816E+07   0.831713E+03
   329   0.310407E+04   0.145153E+02   0.113669E+03   0.151268E+07   0.823947E+03
   330   0.307242E+04   0.146997E+02   0.112909E+03   0.150723E+07   0.816239E+03
   331   0.304099E+04   0.148834E+02   0.112113E+03   0.150180E+07   0.808589E+03
   332   0.300979E+04   0.150662E+02   0.111280E+03   0.149641E+07   0.800998E+03
   333   0.297882E+04   0.152479E+02   0.110413E+03   0.149104E+07   0.793464E+03
   334   0.294809E+04   0.154286E+02   0.109510E+03   0.148570E+07   0.785987E+03
   335   0.291762E+04   0.156081E+02   0.108572E+03   0.148040E+07   0.778568E+03
   336   0.288741E+04   0.157864E+02   0.107599E+03   0.147511E+07   0.771205E+03
   337   0.285747E+04   0.159634E+02   0.106593E+03   0.146986E+07   0.763900E+03
   338   0.282780E+04   0.161391E+02   0.105552E+03   0.146464E+07   0.756650E+03
   339   0.279842E+04   0.163134E+02   0.104479E+03   0.145944E+07   0.749457E+03
   340   0.276934E+04   0.164863E+02   0.103374E+03   0.145427E+07   0.742320E+03
   341   0.274056E+04   0.166575E+02   0.102235E+03   0.144912E+07   0.735238E+03
   342   0.271207E+04   0.168271E+02   0.101065E+03   0.144401E+07   0.728211E+03
   343   0.268390E+04   0.169950E+02   0.998625E+02   0.143892E+07   0.721240E+03
   344   0.265604E+04   0.171610E+02   0.986285E+02   0.143385E+07   0.714324E+03
   345   0.262850E+04   0.173252E+02   0.973634E+02   0.142881E+07   0.707462E+03
   346   0.260129E+04   0.174874E+02   0.960671E+02   0.142380E+07   0.700654E+03
   347   0.257440E+04   0.176475E+02   0.947405E+02   0.141881E+07   0.693901E+03
   348   0.254784E+04   0.178054E+02   0.933834E+02   0.141385E+07   0.687201E+03
   349   0.252164E+04   0.179613E+02   0.919982E+02   0.140891E+07   0.680555E+03
   350   0.249578E+04   0.181149E+02   0.905840E+02   0.140400E+07   0.673962E+03
   351   0.247028E+04   0.182663E+02   0.891424E+02   0.139911E+07   0.667422E+03
   352   0.244515E+04   0.184154E+02   0.876742E+02   0.139424E+07   0.660935E+03
   353   0.242040E+04   0.185621E+02   0.861792E+02   0.138940E+07   0.654500E+03
   354   0.239602E+04   0.187064E+02   0.846598E+02   0.138458E+07   0.648118E+03
   355   0.237203E+04   0.188482E+02   0.831152E+02   0.137979E+07   0.641788E+03
   356   0.234843E+04   0.189875E+02   0.815461E+02   0.137502E+07   0.635510E+03
   357   0.232523E+04   0.191242E+02   0.799533E+02   0.137027E+07   0.629284E+03
   358   0.230242E+04   0.192582E+02   0.783376E+02   0.136555E+07   0.623109E+03
   359   0.228001E+04   0.193893E+02   0.766988E+02   0.136085E+07   0.616986E+03
   360   0.225801E+04   0.195177E+02   0.750386E+02   0.135618E+07   0.610914E+03
   361   0.223641E+04   0.196431E+02   0.733559E+02   0.135152E+07   0.604892E+03
   362   0.221521E+04   0.197656E+02   0.716524E+02   0.134689E+07   0.598921E+03
   363   0.219444E+04   0.198850E+02   0.699290E+02   0.134228E+07   0.593001E+03
   364   0.217408E+04   0.200014E+02   0.681861E+02   0.133770E+07   0.587131E+03
   365   0.215415E+04   0.201146E+02   0.664246E+02   0.133313E+07   0.581311E+03
   366   0.213464E+04   0.202246E+02   0.646453E+02   0.132859E+07   0.575541E+03
   367   0.211556E+04   0.203315E+02   0.628489E+02   0.132407E+07   0.569820E+03
   368   0.209691E+04   0.204349E+02   0.610363E+02   0.131958E+07   0.564149E+03
   369   0.207869E+04   0.205352E+02   0.592083E+02   0.131510E+07   0.558527E+03
   370   0.206091E+04   0.206320E+02   0.573654E+02   0.131065E+07   0.552954E+03
   371   0.204356E+04   0.207255E+02   0.555086E+02   0.130621E+07   0.547430E+03
   372   0.202666E+04   0.208154E+02   0.536386E+02   0.130180E+07   0.541954E+03
   373   0.201020E+04   0.209020E+02   0.517562E+02   0.129741E+07   0.536526E+03
   374   0.199418E+04   0.209850E+02   0.498621E+02   0.129304E+07   0.531147E+03
   375   0.197859E+04   0.210644E+02   0.479571E+02   0.128870E+07   0.525816E+03
   376   0.196346E+04   0.211402E+02   0.460419E+02   0.128437E+07   0.520532E+03
   377   0.194877E+04   0.212123E+02   0.441172E+02   0.128006E+07   0.515296E+03
   378   0.193452E+04   0.212807E+02   0.421839E+02   0.127578E+07   0.510107E+03
   379   0.192072E+04   0.213453E+02   0.402426E+02   0.127151E+07   0.504965E+03
   380   0.190738E+04   0.214061E+02   0.382942E+02   0.126727E+07   0.499870E+03
   381   0.189448E+04   0.214631E+02   0.363393E+02   0.126304E+07   0.494821E+03
   382   0.188203E+04   0.215161E+02   0.343788E+02   0.125884E+07   0.489819E+03
   383   0.187003E+04   0.215653E+02   0.324134E+02   0.125465E+07   0.484864E+03
   384   0.185848E+04   0.216105E+02   0.304440E+02   0.125049E+07   0.479954E+03
   385   0.184737E+04   0.216518E+02   0.284714E+02   0.124634E+07   0.475090E+03
   386   0.183672E+04   0.216892E+02   0.264966E+02   0.124222E+07   0.470271E+03
   387   0.182652E+04   0.217227E+02   0.245202E+02   0.123811E+07   0.465498E+03
   388   0.181675E+04   0.217522E+02   0.225433E+02   0.123402E+07   0.460770E+03
   389   0.180743E+04   0.217779E+02   0.205665E+02   0.122995E+07   0.456087E+03
   390   0.179855E+04   0.217995E+02   0.185908E+02   0.122590E+07   0.451448E+03
   391   0.179012E+04   0.218173E+02   0.166169E+02   0.122187E+07   0.446855E+03
   392   0.178212E+04   0.218309E+02   0.146456E+02   0.121786E+07   0.442305E+03
   393   0.177456E+04   0.218407E+02   0.126777E+02   0.121386E+07   0.437799E+03
   394   0.176743E+04   0.218464E+02   0.107140E+02   0.120989E+07   0.433338E+03
   395   0.176073E+04   0.218480E+02   0.875532E+01   0.120593E+07   0.428920E+03
   396   0.175446E+04   0.218457E+02   0.680238E+01   0.120199E+07   0.424545E+03
   397   0.174862E+04   0.218392E+02   0.485601E+01   0.119807E+07   0.420214E+03
   398   0.174320E+04   0.218287E+02   0.291695E+01   0.119417E+07   0.415925E+03
   399   0.173820E+04   0.218142E+02   0.986000E+00   0.119028E+07   0.411680E+03
   400   0.173363E+04   0.217956E+02  -0.936083E+00   0.118641E+07   0.407477E+03
   401   0.172948E+04   0.217730E+02  -0.284853E+01   0.118256E+07   0.403316E+03
   402   0.172575E+04   0.217463E+02  -0.475056E+01   0.117872E+07   0.399198E+03
   403   0.172243E+04   0.217157E+02  -0.664142E+01   0.117491E+07   0.395121E+03
   404   0.171952E+04   0.216810E+02  -0.852031E+01   0.117111E+07   0.391086E+03
   405   0.171701E+04   0.216423E+02  -0.103865E+02   0.116732E+07   0.387093E+03
   406   0.171491E+04   0.215998E+02  -0.122392E+02   0.116356E+07   0.383141E+03
   407   0.171320E+04   0.215532E+02  -0.140776E+02   0.115981E+07   0.379229E+03
   408   0.171189E+04   0.215027E+02  -0.159009E+02   0.115608E+07   0.375359E+03
   409   0.171095E+04   0.214483E+02  -0.177085E+02   0.115236E+07   0.371529E+03
   410   0.171041E+04   0.213901E+02  -0.194994E+02   0.114866E+07   0.367740E+03
   411   0.171023E+04   0.213280E+02  -0.212732E+02   0.114498E+07   0.363991E+03
   412   0.171043E+04   0.212620E+02  -0.230290E+02   0.114131E+07   0.360281E+03
   413   0.171100E+04   0.211923E+02  -0.247663E+02   0.113766E+07   0.356612E+03
   414   0.171193E+04   0.211189E+02  -0.264844E+02   0.113403E+07   0.352981E+03
   415   0.171321E+04   0.210417E+02  -0.281827E+02   0.113041E+07   0.349390E+03
   416   0.171485E+04   0.209609E+02  -0.298605E+02   0.112681E+07   0.345838E+03
   417   0.171683E+04   0.208765E+02  -0.315171E+02   0.112322E+07   0.342325E+03
   418   0.171916E+04   0.207884E+02  -0.331520E+02   0.111965E+07   0.338850E+03
   419   0.172183E+04   0.206969E+02  -0.347644E+02   0.111610E+07   0.335414E+03
   420   0.172483E+04   0.206017E+02  -0.363536E+02   0.111256E+07   0.332016E+03
   421   0.172816E+04   0.205031E+02  -0.379191E+02   0.110904E+07   0.328655E+03
   422   0.173181E+04   0.204009E+02  -0.394601E+02   0.110553E+07   0.325333E+03
   423   0.173578E+04   0.202953E+02  -0.409760E+02   0.110204E+07   0.322047E+03
   424   0.174007E+04   0.201863E+02  -0.424662E+02   0.109856E+07   0.318799E+03
   425   0.174466E+04   0.200740E+02  -0.439301E+02   0.109510E+07   0.315588E+03
   426   0.174955E+04   0.199584E+02  -0.453674E+02   0.109166E+07   0.312414E+03
   427   0.175472E+04   0.198396E+02  -0.467776E+02   0.108823E+07   0.309276E+03
   428   0.176019E+04   0.197178E+02  -0.481602E+02   0.108481E+07   0.306175E+03
   429   0.176593E+04   0.195929E+02  -0.495149E+02   0.108141E+07   0.303109E+03
   430   0.177193E+04   0.194651E+02  -0.508411E+02   0.107803E+07   0.300080E+03
   431   0.177820E+04   0.193344E+02  -0.521384E+02   0.107466E+07   0.297086E+03
   432   0.178472E+04   0.192010E+02  -0.534065E+02   0.107130E+07   0.294128E+03
   433   0.179150E+04   0.190648E+02  -0.546447E+02   0.106796E+07   0.291204E+03
   434   0.179852E+04   0.189259E+02  -0.558527E+02   0.106463E+07   0.288316E+03
   435   0.180578E+04   0.187844E+02  -0.570300E+02   0.106132E+07   0.285462E+03
   436   0.181328E+04   0.186403E+02  -0.581761E+02   0.105802E+07   0.282643E+03
   437   0.182100E+04   0.184937E+02  -0.592907E+02   0.105474E+07   0.279859E+03
   438   0.182895E+04   0.183447E+02  -0.603732E+02   0.105147E+07   0.277108E+03
   439   0.183712E+04   0.181933E+02  -0.614233E+02   0.104821E+07   0.274391E+03
   440   0.184550E+04   0.180397E+02  -0.624406E+02   0.104497E+07   0.271708E+03
   441   0.185408E+04   0.178838E+02  -0.634249E+02   0.104175E+07   0.269058E+03
   442   0.186284E+04   0.177258E+02  -0.643759E+02   0.103853E+07   0.266442E+03
   443   0.187178E+04   0.175657E+02  -0.652930E+02   0.103533E+07   0.263858E+03
   444   0.188090E+04   0.174037E+02  -0.661760E+02   0.103215E+07   0.261307E+03
   445   0.189018E+04   0.172398E+02  -0.670248E+02   0.102898E+07   0.258789E+03
   446   0.189961E+04   0.170741E+02  -0.678389E+02   0.102582E+07   0.256303E+03
   447   0.190920E+04   0.169067E+02  -0.686183E+02   0.102267E+07   0.253849E+03
   448   0.191893E+04   0.167378E+02  -0.693629E+02   0.101954E+07   0.251426E+03
   449   0.192881E+04   0.165673E+02  -0.700725E+02   0.101642E+07   0.249036E+03
   450   0.193882E+04   0.163954E+02  -0.707471E+02   0.101332E+07   0.246677E+03
   451   0.194896E+04   0.162222E+02  -0.713863E+02   0.101023E+07   0.244348E+03
   452   0.195924E+04   0.160477E+02  -0.719902E+02   0.100715E+07   0.242051E+03
   453   0.196962E+04   0.158721E+02  -0.725584E+02   0.100408E+07   0.239785E+03
   454   0.198012E+04   0.156954E+02  -0.730908E+02   0.100103E+07   0.237549E+03
   455   0.199071E+04   0.155178E+02  -0.735872E+02   0.997988E+06   0.235343E+03
   456   0.200139E+04   0.153392E+02  -0.740474E+02   0.994961E+06   0.233168E+03
   457   0.201215E+04   0.151599E+02  -0.744713E+02   0.991947E+06   0.231022E+03
   458   0.202298E+04   0.149798E+02  -0.748586E+02   0.988945E+06   0.228906E+03
   459   0.203386E+04   0.147992E+02  -0.752092E+02   0.985956E+06   0.226820E+03
   460   0.204480E+04   0.146180E+02  -0.755234E+02   0.982980E+06   0.224763E+03
   461   0.205579E+04   0.144364E+02  -0.758004E+02   0.980016E+06   0.222734E+03
   462   0.206683E+04   0.142545E+02  -0.760423E+02   0.977065E+06   0.220735E+03
   463   0.207789E+04   0.140725E+02  -0.762478E+02   0.974127E+06   0.218764E+03
   464   0.208901E+04   0.138904E+02  -0.764175E+02   0.971200E+06   0.216822E+03
   465   0.210016E+04   0.137084E+02  -0.765515E+02   0.968287E+06   0.214908E+03
   466   0.211133E+04   0.135265E+02  -0.766505E+02   0.965385E+06   0.213021E+03
   467   0.212253E+04   0.133449E+02  -0.767137E+02   0.962496E+06   0.211163E+03
   468   0.213374E+04   0.131637E+02  -0.767419E+02   0.959619E+06   0.209332E+03
   469   0.214495E+04   0.129829E+02  -0.767352E+02   0.956754E+06   0.207528E+03
   470   0.215616E+04   0.128026E+02  -0.766934E+02   0.953901E+06   0.205752E+03
   471   0.216734E+04   0.126230E+02  -0.766159E+02   0.951060E+06   0.204002E+03
   472   0.217850E+04   0.124442E+02  -0.765042E+02   0.948231E+06   0.202279E+03
   473   0.218962E+04   0.122662E+02  -0.763567E+02   0.945414E+06   0.200582E+03
   474   0.220071E+04   0.120892E+02  -0.761757E+02   0.942609E+06   0.198912E+03
   475   0.221174E+04   0.119132E+02  -0.759597E+02   0.939816E+06   0.197268E+03
   476   0.222274E+04   0.117384E+02  -0.757094E+02   0.937034E+06   0.195650E+03
   477   0.223367E+04   0.115647E+02  -0.754257E+02   0.934264E+06   0.194057E+03
   478   0.224455E+04   0.113925E+02  -0.751084E+02   0.931506E+06   0.192489E+03
   479   0.225538E+04   0.112218E+02  -0.747587E+02   0.928759E+06   0.190947E+03
   480   0.226614E+04   0.110527E+02  -0.743759E+02   0.926024E+06   0.189430E+03
   481   0.227683E+04   0.108852E+02  -0.739608E+02   0.923301E+06   0.187938E+03
   482   0.228743E+04   0.107195E+02  -0.735137E+02   0.920589E+06   0.186470E+03
   483   0.229796E+04   0.105557E+02  -0.730350E+02   0.917888E+06   0.185026E+03
   484   0.230838E+04   0.103939E+02  -0.725249E+02   0.915198E+06   0.183607E+03
   485   0.231869E+04   0.102341E+02  -0.719839E+02   0.912520E+06   0.182211E+03
   486   0.232890E+04   0.100766E+02  -0.714124E+02   0.909853E+06   0.180840E+03
   487   0.233899E+04   0.992120E+01  -0.708106E+02   0.907197E+06   0.179491E+03
   488   0.234896E+04   0.976830E+01  -0.701791E+02   0.904552E+06   0.178166E+03
   489   0.235880E+04   0.961777E+01  -0.695184E+02   0.901918E+06   0.176864E+03
   490   0.236851E+04   0.946985E+01  -0.688290E+02   0.899295E+06   0.175585E+03
   491   0.237808E+04   0.932460E+01  -0.681115E+02   0.896684E+06   0.174329E+03
   492   0.238753E+04   0.918202E+01  -0.673661E+02   0.894083E+06   0.173095E+03
   493   0.239683E+04   0.904227E+01  -0.665937E+02   0.891492E+06   0.171883E+03
   494   0.240600E+04   0.890549E+01  -0.657944E+02   0.888913E+06   0.170693E+03
   495   0.241502E+04   0.877176E+01  -0.649691E+02   0.886344E+06   0.169525E+03
   496   0.242389E+04   0.864108E+01  -0.641181E+02   0.883786E+06   0.168378E+03
   497   0.243259E+04   0.851360E+01  -0.632419E+02   0.881238E+06   0.167253E+03
   498   0.244113E+04   0.838939E+01  -0.623413E+02   0.878701E+06   0.166149E+03
   499   0.244950E+04   0.826852E+01  -0.614167E+02   0.876175E+06   0.165066E+03
   500   0.245769E+04   0.815115E+01  -0.604686E+02   0.873659E+06   0.164004E+03
   501   0.246570E+04   0.803728E+01  -0.594975E+02   0.871153E+06   0.162962E+03
   502   0.247352E+04   0.792705E+01  -0.585043E+02   0.868658E+06   0.161940E+03
   503   0.248114E+04   0.782046E+01  -0.574894E+02   0.866173E+06   0.160939E+03
   504   0.248858E+04   0.771774E+01  -0.564538E+02   0.863698E+06   0.159957E+03
   505   0.249582E+04   0.761881E+01  -0.553979E+02   0.861233E+06   0.158995E+03
   506   0.250287E+04   0.752383E+01  -0.543225E+02   0.858778E+06   0.158053E+03
   507   0.250972E+04   0.743287E+01  -0.532283E+02   0.856334E+06   0.157129E+03
   508   0.251637E+04   0.734603E+01  -0.521159E+02   0.853900E+06   0.156225E+03
   509   0.252282E+04   0.726334E+01  -0.509861E+02   0.851475E+06   0.155340E+03
   510   0.252907E+04   0.718489E+01  -0.498396E+02   0.849061E+06   0.154473E+03
   511   0.253510E+04   0.711073E+01  -0.486770E+02   0.846657E+06   0.153625E+03
   512   0.254094E+04   0.704093E+01  -0.474990E+02   0.844262E+06   0.152795E+03
   513   0.254655E+04   0.697554E+01  -0.463065E+02   0.841878E+06   0.151983E+03
   514   0.255196E+04   0.691465E+01  -0.450999E+02   0.839503E+06   0.151189E+03
   515   0.255714E+04   0.685829E+01  -0.438800E+02   0.837138E+06   0.150412E+03
   516   0.256211E+04   0.680653E+01  -0.426476E+02   0.834782E+06   0.149653E+03
   517   0.256686E+04   0.675942E+01  -0.414034E+02   0.832437E+06   0.148911E+03
   518   0.257138E+04   0.671703E+01  -0.401482E+02   0.830101E+06   0.148186E+03
   519   0.257567E+04   0.667940E+01  -0.388826E+02   0.827774E+06   0.147477E+03
   520   0.257972E+04   0.664659E+01  -0.376074E+02   0.825458E+06   0.146786E+03
   521   0.258355E+04   0.661864E+01  -0.363234E+02   0.823150E+06   0.146110E+03
   522   0.258714E+04   0.659561E+01  -0.350312E+02   0.820852E+06   0.145451E+03
   523   0.259048E+04   0.657755E+01  -0.337317E+02   0.818564E+06   0.144808E+03
   524   0.259359E+04   0.656447E+01  -0.324255E+02   0.816285E+06   0.144180E+03
   525   0.259645E+04   0.655643E+01  -0.311134E+02   0.814015E+06   0.143568E+03
   526   0.259909E+04   0.655344E+01  -0.297961E+02   0.811755E+06   0.142971E+03
   527   0.260148E+04   0.655555E+01  -0.284744E+02   0.809504E+06   0.142390E+03
   528   0.260364E+04   0.656280E+01  -0.271491E+02   0.807262E+06   0.141823E+03
   529   0.260556E+04   0.657520E+01  -0.258208E+02   0.805029E+06   0.141271E+03
   530   0.260725E+04   0.659277E+01  -0.244904E+02   0.802805E+06   0.140733E+03
   531   0.260869E+04   0.661557E+01  -0.231586E+02   0.800591E+06   0.140210E+03
   532   0.260990E+04   0.664358E+01  -0.218264E+02   0.798385E+06   0.139701E+03
   533   0.261088E+04   0.667684E+01  -0.204944E+02   0.796189E+06   0.139206E+03
   534   0.261160E+04   0.671537E+01  -0.191635E+02   0.794001E+06   0.138724E+03
   535   0.261210E+04   0.675920E+01  -0.178344E+02   0.791823E+06   0.138256E+03
   536   0.261235E+04   0.680833E+01  -0.165081E+02   0.789653E+06   0.137801E+03
   537   0.261237E+04   0.686278E+01  -0.151852E+02   0.787492E+06   0.137359E+03
   538   0.261216E+04   0.692255E+01  -0.138665E+02   0.785340E+06   0.136929E+03
   539   0.261171E+04   0.698765E+01  -0.125527E+02   0.783196E+06   0.136513E+03
   540   0.261101E+04   0.705807E+01  -0.112447E+02   0.781062E+06   0.136109E+03
   541   0.261010E+04   0.713383E+01  -0.994305E+01   0.778936E+06   0.135717E+03
   542   0.260895E+04   0.721493E+01  -0.864864E+01   0.776818E+06   0.135337E+03
   543   0.260756E+04   0.730137E+01  -0.736216E+01   0.774709E+06   0.134969E+03
   544   0.260595E+04   0.739315E+01  -0.608435E+01   0.772609E+06   0.134612E+03
   545   0.260412E+04   0.749022E+01  -0.481588E+01   0.770517E+06   0.134267E+03
   546   0.260205E+04   0.759262E+01  -0.355745E+01   0.768434E+06   0.133933E+03
   547   0.259977E+04   0.770030E+01  -0.230976E+01   0.766359E+06   0.133610E+03
   548   0.259726E+04   0.781319E+01  -0.107349E+01   0.764292E+06   0.133298E+03
   549   0.259452E+04   0.793143E+01   0.150642E+00   0.762234E+06   0.132996E+03
   550   0.259156E+04   0.805482E+01   0.136195E+01   0.760184E+06   0.132705E+03
